wvl	c7101904
2088	0.929991
2089	0.929404
2090	0.93273
2091	0.937108
2092	0.936156
2093	0.930085
2094	0.932777
2095	0.934818
2096	0.932729
2097	0.930427
2098	0.928284
2099	0.933572
2100	0.935856
2101	0.932493
2102	0.933035
2103	0.936097
2104	0.931155
2105	0.925542
2106	0.929562
2107	0.931035
2108	0.930308
2109	0.932756
2110	0.932017
2111	0.931173
2112	0.929699
2113	0.931943
2114	0.927932
2115	0.922423
2116	0.920279
2117	0.9223
2118	0.921786
2119	0.923962
2120	0.91773
2121	0.921865
2122	0.927065
2123	0.922113
2124	0.91902
2125	0.923181
2126	0.922539
2127	0.925396
2128	0.930105
2129	0.932462
2130	0.927801
2131	0.930113
2132	0.933389
2133	0.918542
2134	0.916515
2135	0.922868
2136	0.921703
2137	0.92228
2138	0.926331
2139	0.927053
2140	0.929599
2141	0.934017
2142	0.92779
2143	0.928628
2144	0.925145
2145	0.923878
2146	0.91837
2147	0.9203
2148	0.92571
2149	0.926125
2150	0.928471
2151	0.925219
2152	0.918765
2153	0.921583
2154	0.926025
2155	0.928523
2156	0.929827
2157	0.92556
2158	0.924335
2159	0.930662
2160	0.934279
2161	0.933316
2162	0.930598
2163	0.924287
2164	0.929454
2165	0.938055
2166	0.942132
2167	0.929201
2168	0.917772
2169	0.925788
2170	0.935347
2171	0.930919
2172	0.931965
2173	0.935598
2174	0.936997
2175	0.940075
2176	0.94257
2177	0.938035
2178	0.933629
2179	0.940944
2180	0.94873
2181	0.942574
2182	0.943091
2183	0.952021
2184	0.953508
2185	0.946065
2186	0.944522
2187	0.947845
2188	0.942198
2189	0.939094
2190	0.936984
2191	0.945243
2192	0.950145
2193	0.947761
2194	0.948119
2195	0.957041
2196	0.957606
2197	0.949061
2198	0.945677
2199	0.944319
2200	0.94472
2201	0.953304
2202	0.952298
2203	0.945945
2204	0.951404
2205	0.954159
2206	0.95715
2207	0.956977
2208	0.956601
2209	0.954523
2210	0.948487
2211	0.942509
2212	0.950118
2213	0.955708
2214	0.961264
2215	0.955989
2216	0.947461
2217	0.951905
2218	0.956184
2219	0.956546
2220	0.950672
2221	0.940726
2222	0.947801
2223	0.958149
2224	0.95683
2225	0.951085
2226	0.952551
2227	0.95285
2228	0.954587
2229	0.953977
2230	0.953587
2231	0.955547
2232	0.96166
2233	0.950511
2234	0.940496
2235	0.942249
2236	0.942129
2237	0.94798
2238	0.953062
2239	0.954831
2240	0.951602
2241	0.956703
2242	0.954274
2243	0.954953
2244	0.96621
2245	0.963199
2246	0.951404
2247	0.950218
2248	0.954092
2249	0.954321
2250	0.949559
2251	0.947548
2252	0.951316
2253	0.950298
2254	0.950036
2255	0.938473
2256	0.937324
2257	0.946624
2258	0.947063
2259	0.9418
2260	0.940244
2261	0.944721
2262	0.950392
2263	0.946931
2264	0.952864
2265	0.950087
2266	0.944042
2267	0.946289
2268	0.950923
2269	0.94971
2270	0.946696
2271	0.950228
2272	0.953993
2273	0.954203
2274	0.954028
2275	0.959399
2276	0.947511
2277	0.948246
2278	0.954155
2279	0.953796
2280	0.946325
2281	0.952192
2282	0.959667
2283	0.948013
2284	0.935773
2285	0.939789
2286	0.942962
2287	0.946674
2288	0.940951
2289	0.939491
2290	0.937645
2291	0.937046
2292	0.945791
2293	0.946954
2294	0.932868
2295	0.933305
2296	0.938625
2297	0.94767
2298	0.945946
2299	0.951254
2300	0.952086
2301	0.958403
2302	0.953065
2303	0.954358
2304	0.945964
2305	0.952397
2306	0.948804
2307	0.939512
2308	0.946258
2309	0.946506
2310	0.934609
2311	0.940999
2312	0.963367
2313	0.965176
2314	0.959756
2315	0.94763
2316	0.950383
2317	0.949126
2318	0.957883
2319	0.955059
2320	0.949399
2321	0.943944
2322	0.931072
2323	0.936678
2324	0.942439
2325	0.927736
2326	0.939203
2327	0.943141
2328	0.943206
2329	0.946361
2330	0.935433
2331	0.941408
2332	0.951389
2333	0.945458
2334	0.934677
2335	0.939772
2336	0.935266
2337	0.926251
2338	0.920245
2339	0.931751
2340	0.929263
2341	0.926397
2342	0.912386
2343	0.910024
2344	0.916867
2345	0.928596
2346	0.924751
2347	0.921656
2348	0.915134
2349	0.915589
2350	0.908936
2351	0.908333
2352	0.921751
2353	0.926011
2354	0.908955
2355	0.915306
2356	0.936159
2357	0.926358
2358	0.927507
2359	0.919324
2360	0.914411
2361	0.921676
2362	0.933694
2363	0.935218
2364	0.939704
2365	0.919863
2366	0.908365
2367	0.902693
2368	0.909753
2369	0.918182
2370	0.921023
2371	0.919535
2372	0.938219
2373	0.937692
2374	0.93607
2375	0.92318
2376	0.923758
2377	0.950216
2378	0.948471
2379	0.930091
2380	0.930298
2381	0.918166
2382	0.911392
2383	0.919286
2384	0.941773
2385	0.947454
2386	0.920971
2387	0.925608
2388	0.951768
2389	0.936757
2390	0.926591
2391	0.933947
2392	0.933039
2393	0.939982
2394	0.927838
2395	0.930085
2396	0.935266
2397	0.942271
2398	0.929393
2399	0.919929
2400	0.92997
2401	0.939222
2402	0.933123
2403	0.934648
2404	0.914616
2405	0.90362
2406	0.93624
2407	0.941072
2408	0.942967
2409	0.93013
2410	0.919969
2411	0.914844
2412	0.902126
2413	0.927934
2414	0.952574
2415	0.939204
2416	0.923286
2417	0.947291
2418	0.947848
2419	0.945767
2420	0.938586
2421	0.916403
2422	0.915405
2423	0.944835
2424	0.950835
2425	0.935055
2426	0.927539
2427	0.941013
2428	0.941556
2429	0.938617
2430	0.938042
2431	0.938218
2432	0.928737
2433	0.915394
2434	0.922783
2435	0.937338
2436	0.917692
2437	0.913585
2438	0.920001
2439	0.896346
2440	0.937858
2441	0.944097
2442	0.94504
2443	0.959436
2444	0.928865
2445	0.921366
2446	0.917692
2447	0.918582
2448	0.933008
2449	0.925191
2450	0.93428
2451	0.957572
2452	0.967362
2453	0.955836
2454	0.917655
2455	0.933932
2456	0.940321
2457	0.925858
2458	0.880164
2459	0.865052
2460	0.919172
2461	0.9618
2462	0.937884
2463	0.91163
2464	0.888602
2465	0.918721
2466	0.936482
2467	0.924787
2468	0.932094
2469	0.945798
2470	0.913232
2471	0.913176
2472	0.905503
2473	0.90851
2474	0.953007
2475	0.938756
2476	0.921315
2477	0.930691
2478	0.952072
2479	0.938775
2480	0.895459
2481	0.886473
2482	0.948304
2483	0.952955
2484	0.936227
2485	0.935536
2486	0.91687
2487	0.897638
2488	0.931544
2489	0.969548
2490	0.941823
2491	0.942726
2492	0.934872
2493	0.925017
2494	0.944294
2495	0.955099
2496	0.954007
2497	0.950244
2498	0.952524
2499	0.911951
2500	0.907245
