250	0.9559
251	0.9554
252	0.9563
253	0.9573
254	0.9567
255	0.9574
256	0.9573
257	0.9578
258	0.9575
259	0.9577
260	0.9595
261	0.9587
262	0.9592
263	0.9603
264	0.9605
265	0.9608
266	0.9603
267	0.9602
268	0.9605
269	0.9613
270	0.9617
271	0.9630
272	0.9621
273	0.9622
274	0.9629
275	0.9634
276	0.9633
277	0.9648
278	0.9655
279	0.9653
280	0.9655
281	0.9662
282	0.9665
283	0.9682
284	0.9693
285	0.9696
286	0.9710
287	0.9717
288	0.9721
289	0.9718
290	0.9738
291	0.9738
292	0.9735
293	0.9750
294	0.9751
295	0.9757
296	0.9746
297	0.9764
298	0.9748
299	0.9765
300	0.9761
301	0.9771
302	0.9770
303	0.9775
304	0.9768
305	0.9777
306	0.9790
307	0.9776
308	0.9798
309	0.9801
310	0.9797
311	0.9805
312	0.9793
313	0.9801
314	0.9800
315	0.9804
316	0.9813
317	0.9806
318	0.9810
319	0.9851
320	0.9808
321	0.9840
322	0.9821
323	0.9847
324	0.9837
325	0.9854
326	0.9847
327	0.9848
328	0.9846
329	0.9859
330	0.9848
331	0.9851
332	0.9845
333	0.9842
334	0.9847
335	0.9838
336	0.9852
337	0.9838
338	0.9857
339	0.9842
340	0.9836
341	0.9845
342	0.9845
343	0.9838
344	0.9848
345	0.9844
346	0.9849
347	0.9858
348	0.9856
349	0.9852
350	0.9874
351	0.9857
352	0.9864
353	0.9856
354	0.9851
355	0.9856
356	0.9854
357	0.9863
358	0.9861
359	0.9860
360	0.9863
361	0.9856
362	0.9866
363	0.9857
364	0.9852
365	0.9857
366	0.9857
367	0.9837
368	0.9855
369	0.9859
370	0.9869
371	0.9864
372	0.9857
373	0.9869
374	0.9858
375	0.9853
376	0.9872
377	0.9869
378	0.9875
379	0.9862
380	0.9865
381	0.9865
382	0.9869
383	0.9867
384	0.9873
385	0.9867
386	0.9865
387	0.9864
388	0.9864
389	0.9873
390	0.9869
391	0.9866
392	0.9873
393	0.9870
394	0.9873
395	0.9877
396	0.9869
397	0.9874
398	0.9876
399	0.9873
400	0.9874
401	0.9871
402	0.9876
403	0.9873
404	0.9873
405	0.9876
406	0.9879
407	0.9881
408	0.9877
409	0.9873
410	0.9871
411	0.9866
412	0.9873
413	0.9873
414	0.9876
415	0.9876
416	0.9872
417	0.9868
418	0.9875
419	0.9875
420	0.9869
421	0.9867
422	0.9869
423	0.9867
424	0.9869
425	0.9873
426	0.9875
427	0.9874
428	0.9874
429	0.9873
430	0.9877
431	0.9870
432	0.9868
433	0.9872
434	0.9873
435	0.9866
436	0.9866
437	0.9870
438	0.9864
439	0.9869
440	0.9874
441	0.9868
442	0.9870
443	0.9872
444	0.9874
445	0.9871
446	0.9871
447	0.9871
448	0.9872
449	0.9870
450	0.9871
451	0.9869
452	0.9866
453	0.9869
454	0.9873
455	0.9871
456	0.9870
457	0.9871
458	0.9871
459	0.9870
460	0.9876
461	0.9873
462	0.9873
463	0.9874
464	0.9871
465	0.9871
466	0.9872
467	0.9870
468	0.9872
469	0.9874
470	0.9869
471	0.9869
472	0.9875
473	0.9873
474	0.9870
475	0.9870
476	0.9870
477	0.9869
478	0.9876
479	0.9880
480	0.9879
481	0.9874
482	0.9870
483	0.9870
484	0.9868
485	0.9869
486	0.9871
487	0.9870
488	0.9868
489	0.9868
490	0.9870
491	0.9869
492	0.9868
493	0.9872
494	0.9871
495	0.9871
496	0.9870
497	0.9872
498	0.9873
499	0.9872
500	0.9870
501	0.9868
502	0.9870
503	0.9874
504	0.9876
505	0.9878
506	0.9877
507	0.9878
508	0.9880
509	0.9879
510	0.9877
511	0.9877
512	0.9876
513	0.9873
