250	0.9505
251	0.9513
252	0.9509
253	0.9513
254	0.9514
255	0.9528
256	0.9526
257	0.9525
258	0.9528
259	0.9519
260	0.9533
261	0.9534
262	0.9546
263	0.9551
264	0.9552
265	0.9558
266	0.9548
267	0.9551
268	0.9556
269	0.9569
270	0.9563
271	0.9567
272	0.9570
273	0.9578
274	0.9581
275	0.9587
276	0.9598
277	0.9594
278	0.9602
279	0.9609
280	0.9618
281	0.9630
282	0.9635
283	0.9655
284	0.9658
285	0.9680
286	0.9669
287	0.9689
288	0.9696
289	0.9700
290	0.9698
291	0.9713
292	0.9711
293	0.9708
294	0.9717
295	0.9718
296	0.9729
297	0.9740
298	0.9737
299	0.9742
300	0.9746
301	0.9762
302	0.9745
303	0.9757
304	0.9745
305	0.9751
306	0.9751
307	0.9752
308	0.9765
309	0.9777
310	0.9763
311	0.9773
312	0.9769
313	0.9785
314	0.9776
315	0.9798
316	0.9782
317	0.9794
318	0.9802
319	0.9809
320	0.9798
321	0.9800
322	0.9815
323	0.9808
324	0.9804
325	0.9835
326	0.9811
327	0.9844
328	0.9819
329	0.9832
330	0.9822
331	0.9839
332	0.9826
333	0.9827
334	0.9845
335	0.9856
336	0.9846
337	0.9840
338	0.9852
339	0.9832
340	0.9843
341	0.9841
342	0.9833
343	0.9841
344	0.9837
345	0.9846
346	0.9849
347	0.9839
348	0.9833
349	0.9838
350	0.9846
351	0.9842
352	0.9838
353	0.9833
354	0.9842
355	0.9843
356	0.9843
357	0.9849
358	0.9858
359	0.9839
360	0.9841
361	0.9850
362	0.9846
363	0.9855
364	0.9853
365	0.9851
366	0.9848
367	0.9852
368	0.9850
369	0.9853
370	0.9849
371	0.9835
372	0.9841
373	0.9849
374	0.9850
375	0.9849
376	0.9855
377	0.9854
378	0.9851
379	0.9859
380	0.9858
381	0.9855
382	0.9848
383	0.9854
384	0.9857
385	0.9854
386	0.9854
387	0.9857
388	0.9864
389	0.9866
390	0.9861
391	0.9862
392	0.9862
393	0.9868
394	0.9862
395	0.9865
396	0.9865
397	0.9866
398	0.9867
399	0.9869
400	0.9872
401	0.9868
402	0.9869
403	0.9872
404	0.9874
405	0.9872
406	0.9870
407	0.9870
408	0.9869
409	0.9870
410	0.9876
411	0.9873
412	0.9871
413	0.9872
414	0.9869
415	0.9869
416	0.9875
417	0.9874
418	0.9868
419	0.9869
420	0.9872
421	0.9871
422	0.9867
423	0.9866
424	0.9871
425	0.9870
426	0.9867
427	0.9867
428	0.9866
429	0.9868
430	0.9869
431	0.9868
432	0.9870
433	0.9873
434	0.9872
435	0.9870
436	0.9867
437	0.9871
438	0.9872
439	0.9868
440	0.9866
441	0.9870
442	0.9871
443	0.9867
444	0.9871
445	0.9870
446	0.9868
447	0.9868
448	0.9869
449	0.9874
450	0.9876
451	0.9872
452	0.9871
453	0.9872
454	0.9870
455	0.9869
456	0.9874
457	0.9876
458	0.9876
459	0.9874
460	0.9873
461	0.9873
462	0.9875
463	0.9872
464	0.9872
465	0.9872
466	0.9873
467	0.9873
468	0.9875
469	0.9878
470	0.9874
471	0.9876
472	0.9878
473	0.9875
474	0.9872
475	0.9870
476	0.9871
477	0.9872
478	0.9875
479	0.9874
480	0.9872
481	0.9873
482	0.9873
483	0.9874
484	0.9873
485	0.9869
486	0.9869
487	0.9872
488	0.9874
489	0.9873
490	0.9874
491	0.9879
492	0.9880
493	0.9879
494	0.9878
495	0.9878
496	0.9880
497	0.9879
498	0.9875
499	0.9876
500	0.9878
501	0.9879
502	0.9880
503	0.9876
504	0.9874
505	0.9876
506	0.9879
507	0.9882
508	0.9881
509	0.9879
510	0.9880
511	0.9880
512	0.9880
513	0.9879
514	0.9877
515	0.9876
516	0.9878
517	0.9876
518	0.9875
519	0.9877
520	0.9877
521	0.9877
522	0.9877
523	0.9877
524	0.9877
525	0.9880
526	0.9879
527	0.9879
528	0.9878
529	0.9875
530	0.9875
531	0.9876
532	0.9875
533	0.9875
534	0.9876
535	0.9875
536	0.9875
537	0.9876
538	0.9879
539	0.9879
540	0.9876
541	0.9874
542	0.9875
543	0.9874
544	0.9874
545	0.9876
546	0.9875
547	0.9875
548	0.9877
549	0.9880
550	0.9878
551	0.9875
552	0.9879
553	0.9878
554	0.9876
555	0.9874
556	0.9874
557	0.9876
558	0.9877
559	0.9878
560	0.9879
561	0.9877
562	0.9877
563	0.9873
564	0.9872
565	0.9872
566	0.9873
567	0.9873
568	0.9874
569	0.9872
570	0.9875
